Date,Lag_GSPC,GSPC
1992-12-08,-0.003066423,0.0038593
1992-12-09,-0.002318327,-0.003066423
1992-12-10,-0.002093696,-0.002318327
1992-12-11,-0.002052002,-0.002093696
1992-12-14,-6.24E-04,-0.002052002
1992-12-15,-0.002427394,-6.24E-04
1992-12-16,0.009061003,-0.002427394
1992-12-17,0.013435009,0.009061003
1992-12-18,-0.001314329,0.013435009
1992-12-21,-8.85E-04,-0.001314329
1992-12-22,-0.002907041,-8.85E-04
1992-12-23,0.001685511,-0.002907041
1992-12-24,0,0.001685511
1992-12-25,-0.001409817,0
1992-12-28,-0.002664199,-0.001409817
1992-12-29,0.001917887,-0.002664199
1992-12-30,-0.007087225,0.001917887
1992-12-31,0,-0.007087225
1993-01-01,-7.57E-04,0
1993-01-04,-0.002388739,-7.57E-04
1993-01-05,4.14E-04,-0.002388739
1993-01-06,-0.008722218,4.14E-04
1993-01-07,-0.003900409,-0.008722218
1993-01-08,0.004428444,-0.003900409
1993-01-11,2.09E-04,0.004428444
1993-01-12,0.004616718,2.09E-04
1993-01-13,0.006720096,0.004616718
1993-01-14,0.002775593,0.006720096
1993-01-15,-7.09E-04,0.002775593
1993-01-18,-0.003914456,-7.09E-04
1993-01-19,-0.004044791,-0.003914456
1993-01-20,0.004891882,-0.004044791
1993-01-21,0.001423672,0.004891882
1993-01-22,0.008942756,0.001423672
1993-01-25,-1.36E-04,0.008942756
1993-01-26,-0.004182355,-1.36E-04
1993-01-27,0.001255436,-0.004182355
1993-01-28,2.74E-04,0.001255436
1993-01-29,0.008523611,2.74E-04
1993-02-01,6.78E-05,0.008523611
1993-02-02,0.010507342,6.78E-05
1993-02-03,0.005277249,0.010507342
1993-02-04,-0.001401381,0.005277249
1993-02-05,-0.002405691,-0.001401381
1993-02-08,-0.005626926,-0.002405691
1993-02-09,0.002021027,-0.005626926
1993-02-10,0.00320461,0.002021027
1993-02-11,-0.00688026,0.00320461
1993-02-12,0,-0.00688026
1993-02-15,-0.024000142,0
