Date,^GSPC,^GSPC,^VIX,^RUT,^GDAXI,^N225,^HSI,^BFX,^MXX
2/13/92,-0.002924874,-0.008246837,0.004605642,-0.005032727,-0.002504389,-0.00699209,0.006571739,0.004825901,-0.008106229
2/14/92,0.002160158,-0.002924874,-0.024068767,9.46E-05,-0.002760583,-0.023709022,0.00184734,-0.00651799,0.020807918
2/19/92,0.013814686,0.002160158,-0.058177775,-0.008187362,-0.003719347,-0.012156389,-0.004507995,-0.004615012,0.002559727
2/20/92,-0.005967628,0.013814686,-0.025641084,0.012142436,0.012489342,0.007450621,-0.002052647,0.007984931,0.016453901
2/21/92,0.00204165,-0.005967628,0.008971412,-0.00232351,-3.50E-05,0.02502853,0.004346904,0.007240204,-0.003293343
2/24/92,-0.004414527,0.00204165,0.015411854,-0.007176783,0.010851431,-0.014962105,-0.00441252,0.012262156,-0.00274419
2/25/92,0.011938102,-0.004414527,-0.045534095,-0.006271229,-0.007648006,0.002494157,0.00945799,-0.002840454,-0.002021663
2/26/92,-0.003587386,0.011938102,0.017736942,0.012621616,0.015571195,0.016133644,0.007247594,0.003686347,0.027235397
2/27/92,-0.002802815,-0.003587386,-0.00781244,0.003853463,0.001038259,-0.001454278,0.020939767,0.006594344,0.006956971
2/28/92,-6.06E-04,-0.002802815,0.01029679,6.63E-04,9.11E-04,2.40E-04,0.006945721,0.003897464,0.012185848
3/2/92,9.70E-04,-6.06E-04,0.011990348,0.003031016,0.001448412,0.00698304,0.004686474,0.015364262,0.007148258
3/3/92,-0.008526145,9.70E-04,0.022511909,0.001416512,0.008329062,-0.020295654,-0.008299361,0.004474455,0.01659639
3/4/92,-0.006889251,-0.008526145,0.036500521,-0.003866246,-9.01E-04,0.002551288,0.008837104,-0.001133799,-0.035905524
3/5/92,-0.005092145,-0.006889251,0.032420348,-0.012211871,1.14E-05,-0.011418868,0.00197796,-0.008675969,0.013339867
3/6/92,0.00190384,-0.005092145,0.069301628,-0.00694809,-0.008806734,0.00616218,-0.011159661,-0.006216241,-0.03664497
3/9/92,0.004146058,0.00190384,-0.003544304,-0.001833642,0.003852814,-0.009303608,-0.012283771,-0.010864157,-0.004517806
3/10/92,-0.007028966,0.004146058,-0.050813008,0.006477792,-1.65E-04,0.00273637,0.014519635,0.006240639,0.013670944
3/11/92,-3.46E-04,-0.007028966,0.059421895,-0.006388098,-0.007603171,-0.012584722,0.017686522,-0.001819295,-0.00701965
3/12/92,0.004828,-3.46E-04,-0.003537241,-0.004302214,-0.009173024,-0.001469481,0.00735114,-0.00182251,-0.018870038
3/13/92,0.001355261,0.004828,-0.069472569,0.003786771,0.00609077,-0.005146432,0.005631869,0.006224583,-0.002609767
3/16/92,0.007849533,0.001355261,0.005994496,-0.003240467,-0.006509403,-0.030255111,-0.002228327,-0.002969296,-0.013196787
3/17/92,-0.001049839,0.007849533,-0.090465769,0.005483066,0.005681544,0.004056564,-0.002865669,8.27E-04,0.019079994
3/18/92,0.001588645,-0.001049839,-0.005955926,0.004536256,-0.001748511,-0.007697718,-0.001843224,-0.001405251,0.001244387
3/19/92,-0.002512744,0.001588645,-0.010185799,0.001489225,-0.002399011,0.021289855,-0.009034769,-0.002979866,0.014405966
3/24/92,-0.003326198,-0.002512744,-0.024506874,-0.004139192,0.001184192,-0.017195463,-0.00173881,-0.006014997,-0.004395281
3/25/92,8.34E-04,-0.003326198,-0.007965625,4.83E-05,0.001666535,0.016851811,-1.97E-05,0.003025697,0.010903675
3/26/92,-0.010689906,8.34E-04,0.006176652,-0.00328626,-4.95E-04,-0.016873129,-0.002870037,-0.002346278,0.003525241
3/27/92,-0.001239157,-0.010689906,-0.016574646,-0.011636971,-0.011273357,-0.012496549,-0.005974968,-0.002939694,-0.013474583
3/30/92,0.001712164,-0.001239157,-0.003121099,-0.004366165,0.009371126,0.001645889,-0.005851165,6.74E-04,-0.006802682
3/31/92,0.001337682,0.001712164,0.013149656,0.003695492,0.002093568,-0.016439891,-0.008034872,0.00429327,0.003692156
4/1/92,-0.009227447,0.001337682,0.018541409,-0.006480079,-0.0067856,-0.03949975,-0.005730678,-0.00293378,-0.01236869
4/2/92,0.002621693,-0.009227447,0.035194114,-0.009338867,0.009773336,-0.015916646,0.002912384,0.002942413,-0.005398111
4/3/92,0.010061034,0.002621693,-0.019929661,-0.007232341,-0.004172024,0.014966707,-0.001543287,-0.003688201,-0.010963338
4/6/92,-0.018565542,0.010061034,0,0.002713068,0.013168767,-0.006645674,-0.004027151,-7.57E-04,-0.021346663
4/7/92,-0.00894337,-0.018565542,0.125000007,-0.017987759,-7.88E-04,-0.034975344,0.00602422,5.05E-04,-0.023550521
4/8/92,0.015564043,-0.00894337,0.07123876,-0.015000775,-0.013030899,-0.034624384,-0.020055173,-0.014979423,0.001320734
4/9/92,0.009110408,0.015564043,-0.112158859,0.01647238,0.005522589,-0.033616368,-0.020341411,-0.004186266,0.011928686
4/10/92,0.00442746,0.009110408,-0.058132983,0.004535489,0.00552709,0.075460803,0.040533725,0.011324703,0.026069708
4/13/92,0.01553888,0.00442746,0.008308605,-3.04E-04,-0.002197557,-0.034397034,-0.006502611,8.48E-05,-1.66E-04
4/14/92,0.009432779,0.01553888,-0.059446733,0.009388034,0.002601216,0.011773151,-0.001145425,0.004495654,0.015467905
4/15/92,-0.001096895,0.009432779,-0.051939925,0.003871042,0.005702072,0.02915378,0.021009542,0.006248966,0.018169963
4/22/92,0.004367897,-0.001096895,-0.034482817,0.001489358,0.003221804,0.003085009,0.018829377,0.003178791,0.014654771
4/23/92,-0.006268263,0.004367897,-0.008145363,-0.001487144,-0.004523377,0.033429993,0.01904024,0.005170174,-0.002846463
4/24/92,-0.001393519,-0.006268263,-0.007580543,-7.70E-04,3.15E-04,0.008067925,0.008018532,0.013439482,-0.004651862
4/27/92,0.001615799,-0.001393519,0.049649905,-0.007092953,-0.001603881,-0.005240414,0.007804512,-0.009168265,-0.010568816
4/28/92,-0.00225534,0.001615799,-0.015160703,-0.00807536,-0.006448942,0.004405649,0.009605737,-0.003387289,-0.016854549
5/7/92,-0.00525695,-0.00225534,-0.01606175,-9.54E-04,0.003889331,0.029768489,0.008671953,0.010932133,-0.010469514
5/12/92,3.84E-04,-0.00525695,0.033618985,-0.002253704,-0.001593601,-0.00535039,0.013067503,-5.71E-04,-5.96E-04
5/13/92,-0.007948126,3.84E-04,-0.03125,-7.03E-04,-0.001212874,0.014049794,0.009130917,-0.002612518,-0.001789354
5/14/92,-0.007382531,-0.007948126,0.019749835,-0.007584865,-0.00598587,0.001919661,-0.001997221,-0.005402288,-0.007604976
5/15/92,0.006632695,-0.007382531,-0.043253712,-0.003239429,-0.008885822,-0.038837843,-0.007308797,-0.007406798,-0.009141208
5/18/92,0.008623815,0.006632695,-0.013495277,0.001320312,0.02539067,0.020406362,-0.011815216,0.015836146,-0.013534416
5/19/92,-0.002353628,0.008623815,-0.071819425,1.01E-04,0.001797495,0.016863205,9.05E-04,-0.004162565,0.014224128
5/20/92,-0.006716601,-0.002353628,0.003684598,0.001064809,0.010550394,-0.004221991,0.019779449,0.00336036,0.002319073
5/21/92,0.003441549,-0.006716601,0.022026432,-6.59E-04,-0.001030562,8.76E-04,0.019430689,-0.008413599,0.003084876
5/22/92,0.001847327,0.003441549,-0.013649425,0.00405496,0.011695701,-0.025160868,-0.001005848,0.001153328,0.004777831
5/27/92,-0.00910613,0.001847327,-0.06233244,8.64E-04,-0.003728771,-0.020988059,-0.006543199,0.002443395,0.001912255
6/2/92,0.002636024,-0.00910613,0.00970201,0.002808692,0.001329093,0.006745205,5.61E-04,0.002109,-0.006920453
6/3/92,-0.003207955,0.002636024,-0.01509952,1.50E-04,-0.008013936,0.003482868,-0.003630723,-0.003399768,-0.003853831
6/4/92,-0.006852651,-0.003207955,-0.048083624,-7.50E-04,0.00288885,-0.012348855,-2.65E-04,-0.005766712,0.004769728
6/10/92,0.00441986,-0.006852651,0.040701378,-0.007430434,0.002655888,-0.005725396,-0.003821453,-0.003349926,-0.025709119
6/11/92,0.001735783,0.00441986,-0.019855594,-0.005076173,-0.005426227,-0.001906025,-0.015378116,-0.008362086,0.003507169
6/12/92,-0.014841293,0.001735783,-0.082259111,0.002061477,0.00406238,-0.018373153,-0.001270042,0.001405484,0.004049733
6/17/92,-6.69E-04,-0.014841293,0.187910644,-0.018306275,-0.004417325,-0.029948249,-1.20E-04,-0.010312728,-0.058833938
6/22/92,-0.001782887,-6.69E-04,0.02145929,-0.009560753,-0.003163806,-0.036238145,0.005580863,-0.008037225,-0.036766885
6/25/92,8.19E-04,-0.001782887,0,-0.002307201,0.001021206,0.018295436,0.019027023,0.001024286,0.023805
6/26/92,0.013607609,8.19E-04,0.01875,3.76E-04,-0.006529328,-0.020502664,0.005659089,-0.005116398,6.88E-04
6/29/92,-0.001956245,0.013607609,-0.099522836,0.006021236,0.001797108,-0.004519203,-0.00902982,-0.001199882,0.001499078
6/30/92,0.011613637,-0.001956245,0.010598032,0.007748608,-5.87E-04,0.01337001,0.007593391,-0.00214537,-0.002557051
7/1/92,-0.002688471,0.011613637,-7.49E-04,0.005355785,0.002820635,0.023404348,0.005062321,0,0.037266287
7/2/92,0.005027095,-0.002688471,0.04047976,-0.006645889,-3.41E-05,0.026496703,-0.009959512,0.006449948,0.010729958
7/6/92,-0.011308699,0.005027095,0.071325648,-0.002973493,-0.003670149,-0.003631402,-0.006120209,-5.96E-04,-0.006001174
7/7/92,0.002737303,-0.011308699,0.064559516,-0.006444086,-0.001694934,-0.011858,-0.018739196,-0.003151309,-0.035088811
7/8/92,0.009627601,0.002737303,-0.018951358,-0.004020154,-0.008313587,0.008548774,0.011840525,-0.004870192,-0.019762051
7/9/92,9.41E-04,0.009627601,-0.059884095,0.010010226,0.004496975,0.014963645,-0.009428426,0.002919228,0.005055931
7/10/92,6.03E-04,9.41E-04,-0.061643836,0.006287675,-0.005596106,-0.00385428,0.009433787,0.003081907,0.017040794
7/13/92,0.006773201,6.03E-04,0.022627737,0.003547779,-0.010786602,0.024905667,0.017470827,-0.004694035,0.014282166
7/14/92,-0.001388592,0.006773201,-0.03640257,0.006964922,0.002350684,-0.007970106,0.001856799,-0.000857486,-0.002743066
7/15/92,0.00105491,-0.001388592,-0.072592593,0.001572013,-9.62E-04,0.003064178,0.004641443,0.005750149,0.002322768
7/16/92,-0.004598395,0.00105491,-0.019968051,5.23E-04,-0.001764832,-0.007551579,0.006040323,0.001109247,0.030125564
7/17/92,-0.001164776,-0.004598395,0.026894866,-0.004287842,-0.018095926,-0.025877009,-0.005582134,-0.002045604,-0.008879943
7/24/92,-1.46E-04,-0.001164776,0.00300075,0.001849437,-0.005823278,-0.033800025,-0.024403499,-0.005088208,-0.038633895
7/27/92,0.014530738,-1.46E-04,0.039640987,6.86E-04,0.002739651,-0.00803019,-0.0187777,-0.003262457,-0.036968972
7/28/92,0.01128095,0.014530738,-0.061151079,0.009276388,-3.71E-04,0.003467028,0.020867205,-8.85E-04,0.04847946
7/29/92,0.004002562,0.01128095,0.029885057,0.007833307,0.012639249,-0.02143626,0.012918014,0.006729215,0.006568315
7/30/92,6.84E-04,0.004002562,0.004464286,0.004352541,-0.009416131,0.030448525,-0.004694996,0.003693888,0.002196603
7/31/92,0.002074456,6.84E-04,-0.024444444,0.004694851,-0.008451462,0.022800835,0.008799666,0.003592795,0.011926251
8/3/92,-0.001717309,0.002074456,0.050113895,0.003132387,-0.002101353,-0.012622661,0.005033088,-0.006548502,-0.008026996
8/4/92,-0.005113543,-0.001717309,-0.018076645,2.56E-04,0.002803546,-0.001073262,-0.008611567,-0.001318334,-0.013101294
8/5/92,-0.003789777,-0.005113543,0.017673049,-0.004708281,0.009524019,0.018546958,-0.003174103,0.002200123,8.46E-04
8/6/92,-0.004065696,-0.003789777,0.029667149,-0.005450422,-0.004227845,-0.00357861,0.004125798,0.00386363,0.009622919
8/7/92,0.001289171,-0.004065696,-0.02037948,5.17E-05,-0.003776094,-0.025628508,-0.002455101,-0.008659817,0.004894368
8/10/92,-0.001239853,0.001289171,0.040889527,-0.003618865,-0.020478182,-0.029122428,0.002905536,-0.006970815,-0.014163019
8/11/92,-0.002673657,-0.001239853,0.039972433,-8.30E-04,-0.011121275,-0.016180458,0.003220897,-0.009418851,-0.014821588
8/12/92,-1.20E-04,-0.002673657,-0.013916501,-9.35E-04,-0.008658964,-0.003290223,-0.001290958,-0.020003631,0.006664451
8/13/92,0.005218665,-1.20E-04,0.030913978,-0.001455367,4.91E-04,-3.80E-04,-0.003759031,-0.002013685,-0.004719423
8/14/92,-0.007476133,0.005218665,-0.044328553,0.002654698,0.007445309,0.003526509,-0.005890287,0.002934927,-0.00118549
8/19/92,1.67E-04,-0.007476133,0.036849711,-0.005297076,-0.003740513,0.023853539,-0.009656099,0.005490986,-0.01641421
8/20/92,-0.008152833,1.67E-04,0.009059233,-0.003132458,-0.011211282,0.042115246,-0.024695717,0.003913761,-0.023811123
8/21/92,-0.009955417,-0.008152833,0.03660221,-0.004870677,0.013916224,0.062164989,0.005071476,0.009428852,-0.010006966
8/24/92,0.002166887,-0.009955417,0.078614324,-0.013315084,-0.02945044,0.025348961,-0.021508695,-0.025417682,-0.040572742
8/25/92,0.004616081,0.002166887,-0.035206977,-0.004533769,-0.014101256,-0.014866008,-0.018438462,-0.015390243,-0.010023465
8/26/92,4.83E-05,0.004616081,-0.071702945,0.003536345,0.007568121,0.009821325,0.035396354,-0.011138173,0.017515389
8/27/92,0.00316784,4.83E-05,-0.057931034,0.005713108,0.027801324,0.06126049,-0.003303572,0.002366304,0.033701264
8/28/92,0.004590583,0.00316784,-0.03806735,0.002442164,0.002354659,0.023684937,0.030746955,0.002927267,-0.009977481
9/2/92,0,0.004590583,-0.05,0.00776833,-6.00E-04,-0.008587335,0.004009367,-0.003809161,-5.06E-04
9/3/92,-0.00215327,0,0.011783189,0.004037777,0.018712916,0.045416319,-0.002092597,0.019883423,0.008602013
9/4/92,-0.006329685,-0.00215327,0.007763975,-7.83E-04,-0.005939571,0.009181227,-0.002621232,0.003280532,-0.00193512
9/8/92,0.004632716,-0.006329685,0.051617874,-0.005906361,-0.001267384,-0.008555218,0.006390826,0.001780935,-0.011116743
9/9/92,0.008622411,0.004632716,-0.021245421,0.002208313,-0.008381546,0.032442689,0.004631074,-0.002432839,-0.032046152
9/10/92,-8.81E-04,0.008622411,-0.032934132,0.007869472,0.002145922,0.001744051,-0.016657919,0.006659765,-0.030316705
9/11/92,0.013561185,-8.81E-04,-0.034829721,0.003539597,0.002029975,-0.042350397,-0.016744849,0.005963497,0.006455068
9/14/92,0.007144048,0.013561185,0.042502005,0.010010935,0.04659525,0.020085994,0.012623552,0.037699216,0.037632388
9/18/92,-0.001867869,0.007144048,-0.039832285,0.002641712,0.013371571,0.002775437,0.009116853,-0.001237208,-0.007965408
9/21/92,-0.011844411,-0.001867869,-0.021106259,-8.27E-04,-0.02161076,-0.005535402,0.009175153,-0.00557417,-0.009099872
9/22/92,-0.009845377,-0.011844411,0.03197026,-0.005428897,-0.005740734,0.011982597,-2.26E-04,-0.008363755,-0.018289915
9/25/92,0.005478434,-0.009845377,0.101190476,-0.010470682,-0.016689458,-0.01156314,0.004859773,-0.003120542,-0.004215085
9/28/92,4.32E-04,0.005478434,0.026351351,-0.002095307,-0.019613946,-0.022949492,-0.015651929,-0.00804937,0.004632256
9/29/92,0.002399232,4.32E-04,-0.014483213,0.001154861,0.001890527,-0.012492317,-0.002733562,-0.001713123,0.024803205
9/30/92,-0.003614119,0.002399232,-0.046092184,0.011482818,-0.009259814,-0.019664638,-0.013705011,0.001806358,0.029477931
10/1/92,-0.013980657,-0.003614119,0.142156793,-0.008086662,0.009992629,-0.001676521,0.004250355,0,0.024112727
10/2/92,0.008658009,-0.013980657,0.090742004,-0.009720413,-0.006310696,-0.002639037,0.012046032,-0.008474488,0.022514882
10/8/92,-0.012483129,0.008658009,-0.083729781,0.00680923,0.00816247,0.013076959,-0.005993917,0.011232917,-0.010664648
10/9/92,1.71E-04,-0.012483129,0.06490135,-0.00554786,-0.00599447,-0.01590553,0.007416109,0.005140893,-0.008971433
10/14/92,5.62E-04,1.71E-04,0.029050279,0.001736578,-0.012020646,-0.008383934,0.008807996,-0.003091494,0.003221272
10/15/92,0.005200207,5.62E-04,-0.071118295,-0.00646142,-1.10E-04,0.016401087,0.018392281,-0.004195526,0.015496352
10/16/92,0.007893522,0.005200207,-0.005844593,0.013059805,0.002909623,-0.014673956,0.012124544,0.002472935,0.025364243
10/19/92,0.001204877,0.007893522,0.017636626,0.01054274,0.014793999,-0.026828157,0.017476167,-0.003106463,0.01206677
10/20/92,4.57E-04,0.001204877,-0.025418719,0.00413182,0.017099365,0.004960397,-2.30E-04,0.012922716,0.030138439
10/21/92,-0.001852477,4.57E-04,-0.014819205,0.005760699,-0.005548562,0.009057126,0.018461017,0.011762577,0.003343668
10/22/92,-0.001928147,-0.001852477,-0.046931465,-0.001534152,0.009662261,-0.007495279,0.02067445,0.003219548,0.006024112
10/23/92,0.00980439,-0.001928147,0.039141351,0.003278017,0.011819977,0.006148891,-0.010522838,0.00998391,-0.002802921
10/26/92,7.89E-04,0.00980439,-0.008505408,0.003930922,0.003375087,-0.006211151,-0.031936128,0.001588746,-0.005046649
10/27/92,0.003918887,7.89E-04,-0.004901961,-5.59E-04,0.001681827,0.010224344,0.025649485,-0.004229863,-0.013162119
10/28/92,0.00173751,0.003918887,-0.017857143,0.00641096,-0.018488895,-0.006799409,-0.014634931,0.004601727,0.007937509
10/29/92,-0.005179851,0.00173751,-0.030094044,0.002325541,-0.009713566,-0.007657375,-0.001550514,0.001938049,0.010392524
10/30/92,0.002948889,-0.005179851,0.043956044,0.003278569,-0.002584454,-0.01005511,0.011965704,0.002285894,0.020443365
11/5/92,-0.001816726,0.002948889,-0.055282613,0.006113761,0.009703734,-0.001969469,0.003541263,-0.008391792,0.013438381
11/6/92,0.00241872,-0.001816726,-0.044863459,0.003934821,0.001932865,-0.009498778,-0.005167114,-0.0102076,0.026137958
11/9/92,7.17E-05,0.00241872,-0.031313819,0.007987696,0.01406191,-0.026838462,-0.007458448,-7.93E-04,0.020626288
11/10/92,-0.001040514,7.17E-05,0.00983837,0.00703848,0.004401354,0.001221815,8.30E-04,0.001587904,0.007913318
11/13/92,-0.004142698,-0.001040514,0.016701461,0.003240462,-3.18E-04,-0.002817356,-0.012486234,-0.003762731,-0.01440304
11/16/92,-0.003351726,-0.004142698,0.017111567,-6.75E-04,4.47E-04,-0.010275057,-0.011277651,-0.002371498,-0.013929498
11/17/92,0.003741916,-0.003351726,0.010094213,-0.005595967,0.005050335,-0.010487525,-0.032773053,0.004930423,0.014189317
11/25/92,0.002260076,0.003741916,-0.012638231,0.005360484,-0.00868552,0.012044855,-0.00904144,-8.84E-04,5.91E-05
11/27/92,0.002766417,0.002260076,0.0064,0.0026896,0.004379405,-4.82E-04,0.012429818,-0.003541077,0.013912504
11/30/92,-0.001321449,0.002766417,0.03418124,0.006164696,0.010087047,0.012194252,-0.029415219,0.002221038,-0.006484455
12/1/92,-0.002065983,-0.001321449,-0.01614143,-4.67E-05,0.001100206,-0.020957852,-0.053161446,-0.001595539,-0.015676005
12/2/92,4.65E-05,-0.002065983,-0.01875,0.001917699,-0.012089287,0.004657797,-0.016358579,-0.008967502,-6.51E-04
12/3/92,0.0038593,4.65E-05,-0.042197452,0.002660903,0.001655648,-0.007680928,-0.080104216,0.009854865,0.006516588
12/8/92,-0.003066423,0.0038593,-0.0225,0.00156378,-0.008443649,0.004342997,0.0020417,2.66E-04,0.014212785
12/9/92,-0.002318327,-0.003066423,0.072463768,-0.003995206,-0.001559735,0.007196631,0.02631476,0,-0.003260352
12/10/92,-0.002093696,-0.002318327,0.013513514,-0.00663932,-0.015721614,0.005462419,-0.012267526,-0.004778782,-0.006656706
12/11/92,-0.002052002,-0.002093696,-0.032156863,-9.28E-04,-0.002667797,-0.003444387,-0.003906028,-0.007113641,-0.002079709
12/14/92,-6.24E-04,-0.002052002,0.025931929,-0.001486676,9.28E-04,-0.00866055,0.002760222,-0.003492768,-0.00196829
12/15/92,-0.002427394,-6.24E-04,-0.019747235,-0.005676202,0.001048698,0.011033537,0.009131045,-0.01042507,0
12/16/92,0.009061003,-0.002427394,0.01369863,-0.004632474,-0.001398971,-0.012129309,0.018849505,0.004813412,-0.005916445
12/17/92,0.013435009,0.009061003,-0.034976153,0.007004541,-0.003356964,0.009798022,-0.015971196,-3.62E-04,0.00338425
12/18/92,-0.001314329,0.013435009,-0.039538715,0.006255525,0.015625538,0.013925412,-0.025668413,0.009855356,0.00616421
12/21/92,-8.85E-04,-0.001314329,-8.58E-04,-0.002597996,0.014609505,-0.001996567,0.009590349,0.009221888,8.67E-04
12/22/92,-0.002664199,-8.85E-04,0.008583691,-8.84E-04,0.002293389,0.002563295,0.010529365,0.01277504,0.012011347
12/29/92,0.001917887,-0.002664199,0.005728314,0.004446741,-0.001092118,0.005644519,-0.015836017,-0.004236583,0.001823438
12/30/92,-0.002388739,0.001917887,0.025223759,0.007239991,-0.004780565,-0.020866534,0.004371669,-9.75E-04,7.39E-04
1/5/93,4.14E-04,-0.002388739,-7.49E-04,0.001456166,0.010396342,-0.008914869,0.020265585,0.011195003,0.02279507
1/6/93,-0.008722218,4.14E-04,0.001498127,0.006997424,-0.001840367,-0.003544541,0.006975522,-0.005184101,0.01040063
1/7/93,-0.003900409,-0.008722218,0.100972326,-0.002256114,-0.008251867,-1.13E-04,-0.007052533,0.001501566,-0.007189125
1/8/93,0.004428444,-0.003900409,-0.064538043,-0.004522431,-0.006025871,-0.008717668,-0.003190689,0.00890729,-0.009051511
1/11/93,2.09E-04,0.004428444,-0.066085694,0.004724737,-0.004473197,-0.002713527,0.025951244,8.74E-05,-0.006200217
1/12/93,0.004616718,2.09E-04,-0.00622084,-0.003346021,0.007574284,0.00551552,-3.17E-04,0.001660715,-0.007297223
1/13/93,0.006720096,0.004616718,-0.028169014,0.004854401,-0.015393231,-0.009779997,0.018937526,0.002617801,-0.010268743
1/14/93,-0.003914456,0.006720096,-0.034621578,0.010384162,0.011078136,-1.40E-04,0.019294996,0.001914666,-5.68E-05
1/19/93,-0.004044791,-0.003914456,0.049608355,0.001198792,-0.005614961,0.010916397,0.002703146,0.004471309,0.008919369
1/20/93,0.004891882,-0.004044791,0.007462687,0.002039942,5.08E-05,-0.017171683,-0.003543618,0.004364144,0.003626898
1/21/93,-0.004182355,0.004891882,-0.037860082,0.002611064,0.00505508,0.001726208,0.006363774,0.01190586,0.003613791
1/27/93,0.001255436,-0.004182355,0.048908297,-0.011147287,-0.008764931,0.001033724,0.002734728,1.70E-04,-0.021693979
