Date,Lag Ret,Ret
2010-02-03,-0.036039,0.017206
2010-02-04,0.017756,-0.036039
2010-02-05,-0.006856,0.017756
2010-02-08,0.010664,-0.006856
2010-02-09,-0.005474,0.010664
2010-02-10,0.018215,-0.005474
2010-02-11,0.008607,0.018215
2010-02-12,0.015071,0.008607
2010-02-16,-0.004179,0.015071
2010-02-17,0.001866,-0.004179
2010-02-18,-0.006199,0.001866
2010-02-19,-0.006218,-0.006199
2010-02-22,-0.01675,-0.006218
2010-02-23,0.018253,-0.01675
2010-02-24,0.006698,0.018253
2010-02-25,0.01297,0.006698
2010-02-26,0.021357,0.01297
2010-03-01,-0.00067,0.021357
2010-03-02,0.002298,-0.00067
2010-03-03,0.006592,0.002298
2010-03-04,0.039106,0.006592
2010-03-05,0.000594,0.039106
2010-03-08,0.017984,0.000594
2010-03-09,0.008161,0.017984
2010-03-10,0.002935,0.008161
2010-03-11,0.004878,0.002935
2010-03-12,-0.01218,0.004878
2010-03-15,0.002725,-0.01218
2010-03-16,-0.00147,0.002725
2010-03-17,0.002365,-0.00147
2010-03-18,-0.010684,0.002365
2010-03-19,0.011249,-0.010684
2010-03-22,0.016062,0.011249
2010-03-23,0.004423,0.016062
2010-03-24,-0.011859,0.004423
2010-03-25,0.018751,-0.011859
2010-03-26,0.006453,0.018751
2010-03-29,0.014867,0.006453
2010-03-30,-0.003583,0.014867
2010-03-31,0.004128,-0.003583
2010-04-01,0.010679,0.004128
2010-04-05,0.004403,0.010679
2010-04-06,0.004425,0.004403
2010-04-07,-0.002702,0.004425
2010-04-08,0.007668,-0.002702
2010-04-09,0.002068,0.007668
2010-04-12,0.000578,0.002068
2010-04-13,0.013447,0.000578
2010-04-14,0.013147,0.013447
2010-04-15,-0.006106,0.013147
2010-04-16,-0.001334,-0.006106
2010-04-19,-0.010038,-0.001334
2010-04-20,0.059814,-0.010038
2010-04-21,0.027967,0.059814
2010-04-22,0.016364,0.027967
2010-04-23,-0.004911,0.016364
2010-04-26,-0.027681,-0.004911
2010-04-27,-0.001679,-0.027681
2010-04-28,0.026911,-0.001679
2010-04-29,-0.028105,0.026911
2010-04-30,0.020146,-0.028105
2010-05-03,-0.028797,0.020146
2010-05-04,-0.010418,-0.028797
2010-05-05,-0.03803,-0.010418
2010-05-06,-0.042193,-0.03803
2010-05-07,0.076868,-0.042193
2010-05-10,0.009961,0.076868
2010-05-11,0.021714,0.009961
2010-05-12,-0.014232,0.021714
2010-05-13,-0.017572,-0.014232
2010-05-14,0.001576,-0.017572
2010-05-17,-0.007316,0.001576
2010-05-18,-0.01593,-0.007316
2010-05-19,-0.042603,-0.01593
2010-05-20,0.019179,-0.042603
2010-05-21,0.018323,0.019179
2010-05-24,-0.006241,0.018323
2010-05-25,-0.004531,-0.006241
2010-05-26,0.037856,-0.004531
2010-05-27,0.013933,0.037856
2010-05-28,0.015377,0.013933
2010-06-01,0.011962,0.015377
2010-06-02,-0.003145,0.011962
2010-06-03,-0.027193,-0.003145
2010-06-04,-0.019632,-0.027193
2010-06-07,-0.006416,-0.019632
2010-06-08,-0.024586,-0.006416
2010-06-09,0.030058,-0.024586
2010-06-10,0.011976,0.030058
2010-06-11,0.003037,0.011976
2010-06-14,0.021276,0.003037
2010-06-15,0.029112,0.021276
2010-06-16,0.017287,0.029112
2010-06-17,0.008107,0.017287
2010-06-18,-0.014244,0.008107
2010-06-21,0.013621,-0.014244
2010-06-22,-0.010517,0.013621
2010-06-23,-0.00727,-0.010517
2010-06-24,-0.00855,-0.00727
2010-06-25,0.005999,-0.00855
2010-06-28,-0.04521,0.005999
2010-06-29,-0.018113,-0.04521
2010-06-30,-0.012126,-0.018113
2010-07-01,-0.006198,-0.012126
2010-07-02,0.006844,-0.006198
2010-07-06,0.040361,0.006844
2010-07-07,-0.002223,0.040361
2010-07-08,0.005928,-0.002223
2010-07-09,-0.008994,0.005928
2010-07-12,-0.021327,-0.008994
2010-07-13,0.003689,-0.021327
2010-07-14,-0.005053,0.003689
2010-07-15,-0.006164,-0.005053
2010-07-16,-0.017287,-0.006164
2010-07-19,0.025694,-0.017287
2010-07-20,0.009329,0.025694
2010-07-21,0.018817,0.009329
2010-07-22,0.003536,0.018817
2010-07-23,-0.002539,0.003536
2010-07-26,0.018513,-0.002539
2010-07-27,-0.011815,0.018513
2010-07-28,-0.010921,-0.011815
2010-07-29,-0.003332,-0.010921
2010-07-30,0.017881,-0.003332
2010-08-02,0.000305,0.017881
2010-08-03,0.004009,0.000305
2010-08-04,-0.004867,0.004009
2010-08-05,-0.006148,-0.004867
2010-08-06,0.006379,-0.006148
2010-08-09,-0.00894,0.006379
2010-08-10,-0.035542,-0.00894
2010-08-11,0.006395,-0.035542
2010-08-12,-0.010683,0.006395
2010-08-13,-0.005861,-0.010683
2010-08-16,0.017485,-0.005861
2010-08-17,0.004366,0.017485
2010-08-18,-0.012605,0.004366
2010-08-19,-0.00096,-0.012605
2010-08-20,-0.015382,-0.00096
2010-08-23,-0.023881,-0.015382
2010-08-24,0.012337,-0.023881
2010-08-25,-0.010746,0.012337
2010-08-26,0.005577,-0.010746
2010-08-27,0.003642,0.005577
2010-08-30,0.002474,0.003642
2010-08-31,0.029741,0.002474
2010-09-01,0.00735,0.029741
2010-09-02,0.026173,0.00735
2010-09-03,-0.00371,0.026173
2010-09-07,0.019821,-0.00371
2010-09-08,0.00057,0.019821
2010-09-09,0.001292,0.00057
2010-09-10,0.013781,0.001292
2010-09-13,0.00382,0.013781
2010-09-14,0.008058,0.00382
2010-09-15,0.023499,0.008058
2010-09-16,-0.004339,0.023499
2010-09-17,0.028543,-0.004339
2010-09-20,0.001907,0.028543
2010-09-21,0.014025,0.001907
2010-09-22,0.004066,0.014025
2010-09-23,0.011768,0.004066
2010-09-24,-0.003955,0.011768
2010-09-27,-0.014782,-0.003955
2010-09-28,0.001778,-0.014782
2010-09-29,-0.012597,0.001778
2010-09-30,-0.004335,-0.012597
2010-10-01,-0.013733,-0.004335
2010-10-04,0.036965,-0.013733
2010-10-05,0.000865,0.036965
2010-10-06,0.000104,0.000865
2010-10-07,0.016769,0.000104
2010-10-08,0.004387,0.016769
2010-10-11,0.010767,0.004387
2010-10-12,0.005359,0.010767
2010-10-13,0.00723,0.005359
2010-10-14,0.041117,0.00723
2010-10-15,0.010358,0.041117
2010-10-18,-0.026761,0.010358
2010-10-19,0.00336,-0.026761
2010-10-20,-0.003253,0.00336
2010-10-21,-0.006623,-0.003253
2010-10-22,0.004456,-0.006623
2010-10-25,-0.002558,0.004456
2010-10-26,-0.000714,-0.002558
2010-10-27,-0.008414,-0.000714
2010-10-28,-0.013956,-0.008414
2010-10-29,0.010632,-0.013956
2010-11-01,0.017029,0.010632
2010-11-02,0.01112,0.017029
2010-11-03,0.017487,0.01112
2010-11-04,-0.003582,0.017487
2010-11-05,0.004698,-0.003582
2010-11-08,-0.007972,0.004698
2010-11-09,0.006169,-0.007972
2010-11-10,-0.004323,0.006169
2010-11-11,-0.027238,-0.004323
2010-11-12,-0.00323,-0.027238
2010-11-15,-0.017734,-0.00323
2010-11-16,-0.003614,-0.017734
2010-11-17,0.026389,-0.003614
2010-11-18,-0.005512,0.026389
2010-11-19,0.021615,-0.005512
2010-11-22,-0.014775,0.021615
2010-11-23,0.019645,-0.014775
2010-11-24,0.003065,0.019645
2010-11-26,0.003515,0.003065
2010-11-29,-0.018052,0.003515
2010-11-30,0.016873,-0.018052
2010-12-01,0.005531,0.016873
2010-12-02,-0.002232,0.005531
2010-12-03,0.008537,-0.002232
2010-12-06,-0.00606,0.008537
2010-12-07,0.008799,-0.00606
2010-12-08,-0.003902,0.008799
2010-12-09,0.00251,-0.003902
2010-12-10,0.003463,0.00251
2010-12-13,-0.00429,0.003463
2010-12-14,0.000218,-0.00429
2010-12-15,0.002778,0.000218
2010-12-16,-0.001992,0.002778
2010-12-17,0.004991,-0.001992
2010-12-20,0.006192,0.004991
2010-12-21,0.002946,0.006192
2010-12-22,-0.004798,0.002946
2010-12-23,0.003337,-0.004798
2010-12-27,0.002433,0.003337
2010-12-28,-0.000553,0.002433
2010-12-29,-0.005011,-0.000553
2010-12-30,-0.003399,-0.005011
2010-12-31,0.021732,-0.003399
2011-01-03,0.005219,0.021732
2011-01-04,0.00818,0.005219
2011-01-05,-0.000808,0.00818
2011-01-06,0.007161,-0.000808
2011-01-07,0.018847,0.007161
2011-01-10,-0.00238,0.018847
2011-01-11,0.008137,-0.00238
2011-01-12,0.003658,0.008137
2011-01-13,0.0081,0.003658
2011-01-14,-0.022469,0.0081
2011-01-18,-0.005313,-0.022469
2011-01-19,-0.01818,-0.005313
2011-01-20,-0.017915,-0.01818
2011-01-21,0.032842,-0.017915
2011-01-24,0.011705,0.032842
2011-01-25,0.007176,0.011705
2011-01-26,-0.001861,0.007176
2011-01-27,-0.020716,-0.001861
2011-01-28,0.00958,-0.020716
2011-01-31,0.016828,0.00958
2011-02-01,-0.002058,0.016828
2011-02-02,-0.002556,-0.002058
2011-02-03,0.00891,-0.002556
2011-02-04,0.015527,0.00891
2011-02-07,0.009435,0.015527
2011-02-08,0.008333,0.009435
2011-02-09,-0.010107,0.008333
2011-02-10,0.006515,-0.010107
2011-02-11,0.006529,0.006515
2011-02-14,0.002005,0.006529
2011-02-15,0.008975,0.002005
2011-02-16,-0.013301,0.008975
2011-02-17,-0.021602,-0.013301
2011-02-18,-0.034088,-0.021602
2011-02-22,0.011843,-0.034088
2011-02-23,0.000759,0.011843
2011-02-24,0.015399,0.000759
2011-02-25,0.014505,0.015399
2011-02-28,-0.011042,0.014505
2011-03-01,0.008044,-0.011042
2011-03-02,0.021129,0.008044
2011-03-03,0.001224,0.021129
2011-03-04,-0.012889,0.001224
2011-03-07,0.001126,-0.012889
2011-03-08,-0.009248,0.001126
2011-03-09,-0.016455,-0.009248
2011-03-10,0.015346,-0.016455
2011-03-11,0.00446,0.015346
2011-03-14,-0.022995,0.00446
2011-03-15,-0.04464,-0.022995
2011-03-16,0.01403,-0.04464
2011-03-17,-0.011863,0.01403
2011-03-18,0.026098,-0.011863
2011-03-21,0.0056,0.026098
2011-03-22,-0.005891,0.0056
2011-03-23,0.017041,-0.005891
2011-03-24,0.019045,0.017041
2011-03-25,-0.003129,0.019045
2011-03-28,0.001484,-0.003129
2011-03-29,-0.006639,0.001484
2011-03-30,-0.000351,-0.006639
2011-03-31,-0.011327,-0.000351
2011-04-01,-0.009781,-0.011327
2011-04-04,-0.006741,-0.009781
2011-04-05,-0.002508,-0.006741
2011-04-06,0.000118,-0.002508
2011-04-07,-0.008933,0.000118
2011-04-08,-0.012714,-0.008933
2011-04-11,0.004837,-0.012714
2011-04-12,0.011221,0.004837
2011-04-13,-0.011037,0.011221
2011-04-14,-0.014921,-0.011037
2011-04-15,0.013406,-0.014921
2011-04-18,0.018111,0.013406
2011-04-19,0.013467,0.018111
2011-04-20,0.024199,0.013467
2011-04-21,0.006595,0.024199
2011-04-25,-0.007334,0.006595
2011-04-26,-0.000771,-0.007334
2011-04-27,-0.00971,-0.000771
2011-04-28,0.009748,-0.00971
2011-04-29,-0.010996,0.009748
2011-05-02,0.005545,-0.010996
2011-05-03,0.003935,0.005545
2011-05-04,-0.008067,0.003935
2011-05-05,-0.00026,-0.008067
2011-05-06,0.002712,-0.00026
2011-05-09,0.005322,0.002712
2011-05-10,-0.006353,0.005322
2011-05-11,-0.001901,-0.006353
2011-05-12,-0.017515,-0.001901
2011-05-13,-0.021145,-0.017515
2011-05-16,0.008521,-0.021145
2011-05-17,0.011097,0.008521
2011-05-18,0.001942,0.011097
2011-05-19,-0.015593,0.001942
2011-05-20,-0.002446,-0.015593
2011-05-23,-0.006609,-0.002446
2011-05-24,0.013817,-0.006609
2011-05-25,-0.005285,0.013817
2011-05-26,0.007194,-0.005285
2011-05-27,0.030882,0.007194
2011-05-31,-0.00667,0.030882
2011-06-01,0.001713,-0.00667
2011-06-02,-0.007691,0.001713
2011-06-03,-0.015723,-0.007691
2011-06-06,-0.017749,-0.015723
2011-06-07,0.000602,-0.017749
2011-06-08,-0.002257,0.000602
2011-06-09,-0.016863,-0.002257
2011-06-10,0.002148,-0.016863
2011-06-13,0.017881,0.002148
2011-06-14,-0.017116,0.017881
2011-06-15,-0.004866,-0.017116
2011-06-16,-0.015069,-0.004866
2011-06-17,-0.015425,-0.015069
2011-06-20,0.03165,-0.015425
2011-06-21,-0.008269,0.03165
2011-06-22,0.02672,-0.008269
2011-06-23,-0.014733,0.02672
2011-06-24,0.017435,-0.014733
2011-06-27,0.009698,0.017435
2011-06-28,-0.003639,0.009698
2011-06-29,0.00488,-0.003639
2011-06-30,0.022611,0.00488
2011-07-01,0.017975,0.022611
2011-07-05,0.006668,0.017975
2011-07-06,0.015465,0.006668
2011-07-07,0.007027,0.015465
2011-07-08,-0.015874,0.007027
2011-07-11,-0.000706,-0.015874
2011-07-12,0.012071,-0.000706
2011-07-13,-0.000698,0.012071
2011-07-14,0.019985,-0.000698
2011-07-15,0.024334,0.019985
2011-07-18,0.008159,0.024334
2011-07-19,0.026668,0.008159
2011-07-20,0.001008,0.026668
2011-07-21,0.015518,0.001008
2011-07-22,0.013221,0.015518
2011-07-25,0.012321,0.013221
2011-07-26,-0.026821,0.012321
2011-07-27,-0.001961,-0.026821
2011-07-28,-0.00342,-0.001961
2011-07-29,0.016057,-0.00342
2011-08-01,-0.019761,0.016057
2011-08-02,0.009411,-0.019761
2011-08-03,-0.038719,0.009411
2011-08-04,-0.009937,-0.038719
2011-08-05,-0.054628,-0.009937
2011-08-08,0.058889,-0.054628
2011-08-09,-0.027593,0.058889
2011-08-10,0.027523,-0.027593
2011-08-11,0.008804,0.027523
2011-08-12,0.01703,0.008804
2011-08-15,-0.007642,0.01703
2011-08-16,-0.000105,-0.007642
2011-08-17,-0.037825,-0.000105
2011-08-18,-0.027373,-0.037825
2011-08-19,0.001152,-0.027373
2011-08-22,0.048143,0.001152
2011-08-23,0.006906,0.048143
2011-08-24,-0.006539,0.006906
2011-08-25,0.026383,-0.006539
2011-08-26,0.016659,0.026383
2011-08-29,0.000051,0.016659
2011-08-30,-0.013231,0.000051
2011-08-31,-0.009874,-0.013231
2011-09-01,-0.018319,-0.009874
2011-09-02,0.015212,-0.018319
2011-09-06,0.011034,0.015212
2011-09-07,0.000547,0.011034
2011-09-08,-0.017337,0.000547
2011-09-09,0.006517,-0.017337
2011-09-12,0.012318,0.006517
2011-09-13,0.012168,0.012318
2011-09-14,0.009401,0.012168
2011-09-15,0.019188,0.009401
2011-09-16,0.02779,0.019188
2011-09-19,0.004421,0.02779
2011-09-20,-0.003168,0.004421
2011-09-21,-0.02504,-0.003168
2011-09-22,0.006172,-0.02504
2011-09-23,-0.002795,0.006172
2011-09-26,-0.009698,-0.002795
2011-09-27,-0.005635,-0.009698
2011-09-28,-0.016221,-0.005635
2011-09-29,-0.023683,-0.016221
2011-09-30,-0.017623,-0.023683
2011-10-03,-0.005606,-0.017623
2011-10-04,0.015436,-0.005606
2011-10-05,-0.002327,0.015436
2011-10-06,-0.02006,-0.002327
2011-10-07,0.051406,-0.02006
2011-10-10,0.029526,0.051406
2011-10-11,0.004747,0.029526
2011-10-12,0.015515,0.004747
2011-10-13,0.033225,0.015515
2011-10-14,-0.004763,0.033225
2011-10-17,0.005357,-0.004763
2011-10-18,-0.05594,0.005357
2011-10-19,-0.008304,-0.05594
2011-10-20,-0.006172,-0.008304
2011-10-21,0.032835,-0.006172
2011-10-24,-0.019716,0.032835
2011-10-25,0.007115,-0.019716
2011-10-26,0.01021,0.007115
2011-10-27,0.000642,0.01021
2011-10-28,-0.00042,0.000642
2011-10-31,-0.020431,-0.00042
2011-11-01,0.00227,-0.020431
2011-11-02,0.014242,0.00227
2011-11-03,-0.007021,0.014242
2011-11-04,-0.001274,-0.007021
2011-11-07,0.016261,-0.001274
2011-11-08,-0.026955,0.016261
2011-11-09,-0.02545,-0.026955
2011-11-10,-0.001558,-0.02545
2011-11-11,-0.013936,-0.001558
2011-11-14,0.025233,-0.013936
2011-11-15,-0.010442,0.025233
2011-11-16,-0.019128,-0.010442
2011-11-17,-0.006545,-0.019128
2011-11-18,-0.015816,-0.006545
2011-11-21,0.020325,-0.015816
2011-11-22,-0.025285,0.020325
2011-11-23,-0.009319,-0.025285
2011-11-25,0.034519,-0.009319
2011-11-28,-0.007763,0.034519
2011-11-29,0.024116,-0.007763
2011-11-30,0.014992,0.024116
2011-12-01,0.004563,0.014992
2011-12-02,0.008494,0.004563
2011-12-05,-0.005242,0.008494
2011-12-06,-0.004758,-0.005242
2011-12-07,0.004035,-0.004758
2011-12-08,0.007577,0.004035
2011-12-09,-0.004522,0.007577
2011-12-12,-0.007733,-0.004522
2011-12-13,-0.02217,-0.007733
2011-12-14,-0.003288,-0.02217
2011-12-15,0.005489,-0.003288
2011-12-16,0.003123,0.005489
2011-12-19,0.035949,0.003123
2011-12-20,0.00125,0.035949
2011-12-21,0.00531,0.00125
2011-12-22,0.011993,0.00531
2011-12-23,0.007934,0.011993
2011-12-27,-0.009569,0.007934
2011-12-28,0.006159,-0.009569
2011-12-29,-0.000296,0.006159
2011-12-30,0.015383,-0.000296
2012-01-03,0.005374,0.015383
2012-01-04,0.011102,0.005374
2012-01-05,0.010454,0.011102
2012-01-06,-0.001586,0.010454
2012-01-09,0.00358,-0.001586
2012-01-10,-0.00163,0.00358
2012-01-11,-0.002745,-0.00163
2012-01-12,-0.00375,-0.002745
2012-01-13,0.011648,-0.00375
2012-01-17,0.010384,0.011648
2012-01-18,-0.003169,0.010384
2012-01-19,-0.017417,-0.003169
2012-01-20,0.016914,-0.017417
2012-01-23,-0.016375,0.016914
2012-01-24,0.062439,-0.016375
2012-01-25,-0.004545,0.062439
2012-01-26,0.00596,-0.004545
2012-01-27,0.012811,0.00596
2012-01-30,0.00766,0.012811
2012-01-31,-0.000635,0.00766
2012-02-01,-0.002346,-0.000635
2012-02-02,0.010019,-0.002346
2012-02-03,0.009333,0.010019
2012-02-06,0.010475,0.009333
2012-02-07,0.016744,0.010475
2012-02-08,0.034593,0.016744
2012-02-09,0.000507,0.034593
2012-02-10,0.018605,0.000507
2012-02-13,0.013649,0.018605
2012-02-14,-0.023142,0.013649
2012-02-15,0.009122,-0.023142
2012-02-16,-0.000179,0.009122
2012-02-17,0.025352,-0.000179
2012-02-21,-0.003516,0.025352
2012-02-22,0.00653,-0.003516
2012-02-23,0.011658,0.00653
2012-02-24,0.006413,0.011658
2012-02-27,0.018354,0.006413
2012-02-28,0.01313,0.018354
2012-02-29,0.003742,0.01313
2012-03-01,0.001304,0.003742
2012-03-02,-0.022048,0.001304
2012-03-05,-0.005439,-0.022048
2012-03-06,0.000811,-0.005439
2012-03-07,0.021293,0.000811
2012-03-08,0.005867,0.021293
2012-03-09,0.012528,0.005867
2012-03-12,0.029167,0.012528
2012-03-13,0.03781,0.029167
2012-03-14,-0.006818,0.03781
2012-03-15,0.000017,-0.006818
2012-03-16,0.026521,0.000017
2012-03-19,0.008085,0.026521
2012-03-20,-0.00571,0.008085
2012-03-21,-0.005245,-0.00571
2012-03-22,-0.005489,-0.005245
2012-03-23,0.018337,-0.005489
2012-03-26,0.012356,0.018337
2012-03-27,0.00511,0.012356
2012-03-28,-0.012564,0.00511
2012-03-29,-0.016906,-0.012564
2012-03-30,0.031824,-0.016906
2012-04-02,0.01728,0.031824
2012-04-03,-0.007961,0.01728
2012-04-04,0.015009,-0.007961
2012-04-05,0.004024,0.015009
2012-04-09,-0.012244,0.004024
2012-04-10,-0.003564,-0.012244
2012-04-11,-0.005477,-0.003564
2012-04-12,-0.028165,-0.005477
2012-04-13,-0.041472,-0.028165
2012-04-16,0.050971,-0.041472
2012-04-17,-0.002231,0.050971
2012-04-18,-0.034356,-0.002231
2012-04-19,-0.024615,-0.034356
2012-04-20,-0.002234,-0.024615
2012-04-23,-0.019975,-0.002234
2012-04-24,0.088741,-0.019975
2012-04-25,-0.00377,0.088741
2012-04-26,-0.007734,-0.00377
2012-04-27,-0.031542,-0.007734
2012-04-30,-0.003168,-0.031542
2012-05-01,0.006614,-0.003168
2012-05-02,-0.007099,0.006614
2012-05-03,-0.02848,-0.007099
2012-05-04,0.007483,-0.02848
2012-05-07,-0.002283,0.007483
2012-05-08,0.00176,-0.002283
2012-05-09,0.002354,0.00176
2012-05-10,-0.006678,0.002354
2012-05-11,-0.014981,-0.006678
2012-05-14,-0.009047,-0.014981
2012-05-15,-0.012826,-0.009047
2012-05-16,-0.029218,-0.012826
2012-05-17,0.00049,-0.029218
2012-05-18,0.05826,0.00049
2012-05-21,-0.007679,0.05826
2012-05-22,0.0244,-0.007679
2012-05-23,-0.009184,0.0244
2012-05-24,-0.00536,-0.009184
2012-05-25,0.017749,-0.00536
2012-05-29,0.012057,0.017749
2012-05-30,-0.002486,0.012057
2012-05-31,-0.028975,-0.002486
2012-06-01,0.005882,-0.028975
2012-06-04,-0.002587,0.005882
2012-06-05,0.015333,-0.002587
2012-06-06,0.000455,0.015333
2012-06-07,0.015042,0.000455
2012-06-08,-0.015767,0.015042
2012-06-11,0.008736,-0.015767
2012-06-12,-0.006943,0.008736
2012-06-13,-0.001101,-0.006943
2012-06-14,0.004549,-0.001101
2012-06-15,0.020292,0.004549
2012-06-18,0.002783,0.020292
2012-06-19,-0.002841,0.002783
2012-06-20,-0.013779,-0.002841
2012-06-21,0.007669,-0.013779
2012-06-22,-0.019473,0.007669
2012-06-25,0.002208,-0.019473
2012-06-26,0.004327,0.002208
2012-06-27,-0.009487,0.004327
2012-06-28,0.026272,-0.009487
2012-06-29,0.014589,0.026272
2012-07-02,0.011628,0.014589
2012-07-03,0.017567,0.011628
2012-07-05,-0.006656,0.017567
2012-07-06,0.01322,-0.006656
2012-07-09,-0.009252,0.01322
2012-07-10,-0.006215,-0.009252
2012-07-11,-0.009149,-0.006215
2012-07-12,0.010135,-0.009149
2012-07-13,0.003207,0.010135
2012-07-16,0.000049,0.003207
2012-07-17,-0.00112,0.000049
2012-07-18,0.013295,-0.00112
2012-07-19,-0.016311,0.013295
2012-07-20,-0.000778,-0.016311
2012-07-23,-0.004819,-0.000778
2012-07-24,-0.043184,-0.004819
2012-07-25,-0.000156,-0.043184
2012-07-26,0.017882,-0.000156
2012-07-27,0.016867,0.017882
2012-07-30,0.026436,0.016867
2012-07-31,-0.006467,0.026436
2012-08-01,0.001615,-0.006467
2012-08-02,0.013014,0.001615
2012-08-03,0.011126,0.013014
2012-08-06,-0.002628,0.011126
2012-08-07,-0.001698,-0.002628
2012-08-08,0.005679,-0.001698
2012-08-09,0.001563,0.005679
2012-08-10,0.01335,0.001563
2012-08-13,0.002683,0.01335
2012-08-14,-0.001361,0.002683
2012-08-15,0.008735,-0.001361
2012-08-16,0.018496,0.008735
2012-08-17,0.026292,0.018496
2012-08-20,-0.013663,0.026292
2012-08-21,0.019523,-0.013663
2012-08-22,-0.009329,0.019523
2012-08-23,0.000893,-0.009329
2012-08-24,0.018784,0.000893
2012-08-27,-0.001302,0.018784
2012-08-28,-0.001977,-0.001302
2012-08-29,-0.014252,-0.001977
2012-08-30,0.002067,-0.014252
2012-08-31,0.014626,0.002067
2012-09-04,-0.007023,0.014626
2012-09-05,0.009012,-0.007023
2012-09-06,0.006166,0.009012
2012-09-07,-0.026013,0.006166
2012-09-10,-0.003244,-0.026013
2012-09-11,0.013927,-0.003244
2012-09-12,0.019693,0.013927
2012-09-13,0.012153,0.019693
2012-09-14,0.012297,0.012153
2012-09-17,0.003042,0.012297
2012-09-18,0.000271,0.003042
2012-09-19,-0.004843,0.000271
2012-09-20,0.001997,-0.004843
2012-09-21,-0.013291,0.001997
2012-09-24,-0.024971,-0.013291
2012-09-25,-0.012412,-0.024971
2012-09-26,0.024264,-0.012412
2012-09-27,-0.020864,0.024264
2012-09-28,-0.011565,-0.020864
2012-10-01,0.002912,-0.011565
2012-10-02,0.015333,0.002912
2012-10-03,-0.006925,0.015333
2012-10-04,-0.021311,-0.006925
2012-10-05,-0.022097,-0.021311
2012-10-08,-0.003635,-0.022097
2012-10-09,0.007958,-0.003635
2012-10-10,-0.019987,0.007958
2012-10-11,0.00257,-0.019987
2012-10-12,0.008013,0.00257
2012-10-15,0.023682,0.008013
2012-10-16,-0.00797,0.023682
2012-10-17,-0.018575,-0.00797
2012-10-18,-0.036039,-0.018575
2012-10-19,0.039666,-0.036039
2012-10-22,-0.032608,0.039666
2012-10-23,0.005665,-0.032608
2012-10-24,-0.011822,0.005665
2012-10-25,-0.009086,-0.011822
2012-10-26,-0.014371,-0.009086
2012-10-31,0.002049,-0.014371
2012-11-01,-0.033091,0.002049
2012-11-02,0.013559,-0.033091
2012-11-05,-0.00303,0.013559
2012-11-06,-0.038085,-0.00303
2012-11-07,-0.036294,-0.038085
2012-11-08,0.017313,-0.036294
2012-11-09,-0.007732,0.017313
2012-11-12,0.000125,-0.007732
2012-11-13,-0.011085,0.000125
2012-11-14,-0.020973,-0.011085
2012-11-15,0.003915,-0.020973
2012-11-16,0.072112,0.003915
2012-11-19,-0.008514,0.072112
2012-11-20,0.001402,-0.008514
2012-11-21,0.017447,0.001402
2012-11-23,0.031549,0.017447
2012-11-26,-0.008057,0.031549
2012-11-27,-0.003147,-0.008057
2012-11-28,0.011013,-0.003147
2012-11-29,-0.006923,0.011013
2012-11-30,0.001555,-0.006923
2012-12-03,-0.017647,0.001555
2012-12-04,-0.064346,-0.017647
2012-12-05,0.015687,-0.064346
2012-12-06,-0.025573,0.015687
2012-12-07,-0.006431,-0.025573
2012-12-10,0.021832,-0.006431
2012-12-11,-0.004411,0.021832
2012-12-12,-0.017273,-0.004411
2012-12-13,-0.037562,-0.017273
2012-12-14,0.017725,-0.037562
2012-12-17,0.029046,0.017725
2012-12-18,-0.014216,0.029046
2012-12-19,-0.008702,-0.014216
2012-12-20,-0.0046,-0.008702
2012-12-21,0.001614,-0.0046
2012-12-24,-0.013781,0.001614
2012-12-26,0.004017,-0.013781
2012-12-27,-0.010622,0.004017
2012-12-28,0.044317,-0.010622
2012-12-31,0.031676,0.044317
2013-01-02,-0.01263,0.031676
2013-01-03,-0.027847,-0.01263
2013-01-04,-0.005882,-0.027847
2013-01-07,0.002691,-0.005882
2013-01-08,-0.015629,0.002691
2013-01-09,0.012396,-0.015629
2013-01-10,-0.006132,0.012396
2013-01-11,-0.035652,-0.006132
2013-01-14,-0.03155,-0.035652
2013-01-15,0.041509,-0.03155
2013-01-16,-0.006738,0.041509
2013-01-17,-0.005331,-0.006738
2013-01-18,0.00954,-0.005331
2013-01-22,0.018295,0.00954
2013-01-23,-0.123549,0.018295
2013-01-24,-0.023574,-0.123549
2013-01-25,0.02262,-0.023574
2013-01-28,0.018763,0.02262
2013-01-29,-0.003142,0.018763
2013-01-30,-0.002933,-0.003142
2013-01-31,-0.004105,-0.002933
2013-02-01,-0.02492,-0.004105
2013-02-04,0.035106,-0.02492
2013-02-05,-0.001079,0.035106
2013-02-06,0.029562,-0.001079
2013-02-07,0.014438,0.029562
2013-02-08,0.010421,0.014438
2013-02-11,-0.025066,0.010421
2013-02-12,-0.001902,-0.025066
2013-02-13,-0.000899,-0.001902
2013-02-14,-0.013781,-0.000899
2013-02-15,-0.000369,-0.013781
2013-02-19,-0.024218,-0.000369
2013-02-20,-0.006216,-0.024218
2013-02-21,0.010649,-0.006216
2013-02-22,-0.017768,0.010649
2013-02-25,0.013934,-0.017768
2013-02-26,-0.0098,0.013934
2013-02-27,-0.007131,-0.0098
2013-02-28,-0.024762,-0.007131
2013-03-01,-0.024206,-0.024762
2013-03-04,0.026411,-0.024206
2013-03-05,-0.012715,0.026411
2013-03-06,0.011558,-0.012715
2013-03-07,0.002643,0.011558
2013-03-08,0.014245,0.002643
