Date,AIG,BAC,BCS,C,CS,GS,JPM,LFC,MET,MS,RBS,SAN,TD,V,WFC
2010-06-14,0.0213,-0.402782,1.908721,0.415294,0.228037,-0.674064,-0.92486,-0.088179,0.333554,-1.315496,0.955642,0.59288,1.2327,-1.615188,-0.646258
2010-06-15,-0.000264,-0.515514,1.729578,-0.285155,0.157176,-0.464653,-0.559851,-0.561556,-1.249223,-0.572307,2.287496,0.039809,0.222865,0.778411,-1.007075
2010-06-16,-0.002641,0.203557,-1.251161,-0.119746,-0.491033,-0.035647,0.388086,-0.045503,-1.293463,-0.618728,-0.01169,2.9494,-0.20032,0.10471,0.421538
2010-06-17,0.003707,-0.331924,1.151368,-0.643686,0.61585,0.028371,-0.255269,-0.821835,-0.054779,-1.353356,2.514681,-0.78572,-0.356977,0.882574,-0.589299
2010-06-18,0.022421,-0.559986,-0.043651,0.945265,-0.005978,0.186679,1.735087,-0.311654,-0.676223,1.229243,-0.215206,-0.646657,0.713862,-2.388437,0.037656
2010-06-21,-0.012642,-0.348551,-0.613885,-0.093834,-0.153771,-0.423283,-0.697611,0.708959,0.087021,-0.441734,-1.367998,1.349232,-0.165897,2.668594,-0.507241
2010-06-22,-0.01202,0.262366,-0.876665,-0.486996,-1.566986,-0.659236,0.19515,1.208606,-0.045554,-0.133888,2.189816,1.048515,0.273947,-1.230909,-0.178168
2010-06-23,-0.027506,-0.710443,-0.023366,-0.994514,0.647476,0.375466,1.53819,1.054379,-0.754974,-0.369873,1.949917,-0.055372,-1.371544,-0.995163,-0.290181
2010-06-24,0.004895,-0.298921,-1.633209,-0.454501,-1.829828,2.063602,0.107631,0.798076,0.420798,-0.681123,-0.104765,-0.196325,0.596532,0.623162,0.588872
2010-06-25,-0.015426,0.476155,-1.422646,1.429107,-0.413174,0.964317,1.110262,-0.396964,1.340168,0.736233,-1.230076,0.043845,-0.928412,-0.997681,-0.711134
2010-06-28,-0.051127,-0.14851,0.591645,1.746684,1.163493,-0.839491,-0.933754,0.499284,-0.99251,-0.706409,-1.665807,1.140174,0.172886,-0.649485,0.621798
2010-06-29,-0.002318,0.115367,-2.043044,-1.828855,0.283959,1.993919,0.574721,0.209451,-0.090397,0.142212,-0.099566,0.830459,-0.080237,-0.393219,0.38523
2010-06-30,-0.01626,-0.485179,0.81297,1.9011,0.873257,-1.020968,-0.311442,0.534114,-0.186374,-0.10241,-2.403191,0.369804,0.448287,-0.054399,-0.375566
2010-07-01,-0.023023,-1.6589,-0.02936,0.434731,1.492024,-0.010381,-0.865542,0.513961,-0.6505,-0.305289,0.525955,-0.319117,-0.193111,2.163538,-1.098011
2010-07-02,0.018429,-1.1815,1.445964,0.181433,-0.258913,-0.09177,-0.661324,0.592382,-0.475257,-1.042522,-0.340504,2.415024,0.181961,0.33511,-1.100085
2010-07-06,0.048354,0.230517,0.201508,-0.902489,1.398591,-0.260861,0.09217,-0.611325,-0.634276,-0.465423,-0.432779,1.975571,1.326602,-1.788808,-0.129
2010-07-07,0.00481,0.060602,2.110613,-0.634012,0.349816,-0.716045,0.216674,-1.416432,-0.443464,-0.083359,1.861326,-0.589564,-0.952979,-0.381293,0.618118
2010-07-08,0.010983,0.055516,1.717886,0.863814,1.156707,-1.291751,-0.980402,-0.789902,1.261394,0.080645,0.869549,-0.497113,-0.715036,-0.645384,-1.085923
2010-07-09,-0.009192,0.336301,-1.771465,0.423486,-1.376974,0.59203,0.472042,-0.595221,0.32659,0.750323,-1.558573,0.039893,0.55599,1.826433,-0.020856
2010-07-12,0.068035,0.776353,-0.598362,1.592826,1.172353,-0.175525,0.939053,-2.126932,-0.735902,-0.160353,0.384242,-1.1733,0.249752,-0.5854,0.441195
2010-07-13,-0.012109,0.098074,1.166162,1.133768,-1.029358,-0.445169,0.271316,-1.61426,0.365388,1.040409,0.524117,0.924115,-0.886631,-1.793527,0.245596
2010-07-14,-0.003997,0.6308,1.18065,-1.560432,-0.26213,-0.257523,0.29463,-1.150662,-1.799133,0.141254,1.002566,1.61408,0.377128,0.207106,-0.418332
2010-07-15,-0.046549,-0.976752,-0.840489,-0.604774,-0.11286,2.882456,0.301766,-0.184064,-1.249404,0.25409,0.220381,0.389236,0.132539,-0.681318,0.469194
2010-07-16,-0.007015,-1.765313,-1.393179,-0.668239,-0.239477,1.933045,0.326995,1.276828,0.44319,0.435089,-0.816347,0.474311,0.663901,-0.230321,-0.440483
2010-07-19,0.025996,-2.272153,0.737031,1.686084,1.34645,-0.324672,0.044198,0.367992,-0.889268,0.093993,0.78691,0.0474,-0.561851,-0.313466,-0.748646
2010-07-20,-0.027541,-0.438238,-0.073067,-1.348508,-0.547258,0.587551,-0.107634,0.759107,-0.569613,0.152654,1.28313,0.876497,-0.257327,1.69508,-2.012375
2010-07-21,0.033418,-0.909224,-0.479644,-0.170966,0.601329,-0.186506,-0.941633,0.097554,-0.676196,3.047677,-0.382845,0.182452,-0.439571,-0.355787,0.613359
2010-07-22,0.007673,-0.235109,2.011199,0.442498,-1.064805,-1.339345,-0.15913,-0.036375,1.613513,-1.225658,-0.630496,0.049801,-0.481011,0.049845,1.005073
2010-07-23,0.052488,-0.172332,0.252832,-1.984031,0.414033,-0.187554,0.327754,-0.669658,-0.132426,-0.339843,2.654208,-0.534483,0.356776,0.562615,-0.54789
2010-07-26,0.011628,0.948562,2.40637,1.141352,-0.504692,-0.925001,-0.385607,-1.007967,-0.768871,-1.038684,0.434096,0.302817,0.227029,-0.854152,0.024746
2010-07-27,-0.003065,-0.472314,1.852296,-0.487033,0.981715,-0.803111,-0.257042,-0.656208,-0.758143,-0.572097,2.359151,-0.563378,-0.332541,-0.326223,0.034928
