Date,Lag_.GSPC,X.GSPC,X.HSI,X.N225,X.DJI,X.GDAXI,JNJ,MSFT,GE,PG,XOM
1992-03-26,-0.010747454,8.34E-04,-0.005992889,-0.012575287,0.002543259,-4.95E-04,0.00639719,-0.027614465,-0.012924823,-0.001237015,0.013543686
1992-03-27,-0.001239926,-0.010747454,-0.00586835,0.001644536,-0.011170909,-0.011337383,-0.018017803,-0.030459517,-0.009803872,-0.00994997,-0.011273679
1992-03-30,0.0017107,-0.001239926,-0.008067325,-0.016576526,0.001175285,0.00932749,-0.006514627,-0.010362694,-0.001643094,0.001248933,-0.002270007
1992-03-31,0.001336788,0.0017107,-0.005747161,-0.040301036,9.27E-05,0.002091379,0.019417927,-0.012579156,-0.003295286,0.021001417,-0.004555837
1992-04-01,-0.009270284,0.001336788,0.002908151,-0.016044677,0.004256128,-0.006808727,0.0063896,0.016736889,0.008217781,0.001221902,0.006825844
1992-04-02,0.002618262,-0.009270284,-0.00154448,0.014855811,-0.004688891,0.009725886,-0.011530692,-0.02947568,-0.014839471,-0.00981611,-0.006825844
1992-04-03,0.010010759,0.002618262,-0.004035282,-0.006667855,0.004627353,-0.004180751,0.015345238,0.00426473,-0.004995942,0.006146496,0.020339624
1992-04-06,-0.018740045,0.010010759,0.006006146,-0.035601628,0.008092464,0.013082812,-0.008922515,0.031415911,0.009966397,-0.012330565,0.033006153
1992-04-07,-0.008983602,-0.018740045,-0.020259008,-0.035238014,-0.019078695,-7.88E-04,-0.018089121,-0.044265056,-0.02003379,-0.030229094,-0.019672268
1992-04-08,0.015444166,-0.008983602,-0.020551146,-0.034194389,-0.010070514,-0.013116546,0.005202157,0.010719361,-0.017007544,-0.011575939,0.010976667
1992-04-09,0.009069159,0.015444166,0.039733779,0.072749224,0.01361163,0.005507395,0.012886964,0.023183,0.02540373,0.021753925,0
1992-04-10,0.004417688,0.009069159,-0.006523845,-0.035002538,0.009382176,0.005511872,0.031508472,-0.033902362,0.016584124,0.010075438,0.006528454
1992-04-13,0.015419387,0.004417688,-0.001146082,0.011704387,0.004444248,-0.002199975,0.002477671,0.012849145,-0.009916975,0.002503596,-0.01750512
1992-04-14,0.009388568,0.015419387,0.020791885,0.028736892,0.011009903,0.002597839,0.012299903,-0.00426473,0.019737212,0.04401723,0.01750512
1992-04-15,-5.77E-04,0.009388568,0.019188594,6.54E-04,0.014324769,0.005685876,-0.017262397,0.096668749,0.016155117,0,0.02358134
1992-04-16,0,-5.77E-04,0,-0.021332577,0.003779583,0.001449363,-0.011256804,-0.009746015,0.012738962,-0.010824575,-0.004246594
1992-04-17,-0.01418536,0,0,-0.029398941,0,0,0,0,0,0,0
1992-04-20,1.95E-04,-0.01418536,0,-0.016777729,-0.009011206,0,-0.026770725,-0.077353,-0.003169324,-0.027857982,-0.002129937
1992-04-21,-0.001097497,1.95E-04,0.018654299,0.00308026,0.002095935,0,-0.007782198,-0.017076902,-0.012779659,0.004987662,0.008493225
